pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,Q6_1,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
15965,3,3,5,1,1,2,5,7,1,5,4,,2,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,8,10,3,1,,,,1,4,11,5,7,2,,4,1,,,,,,,,,,,2,,,2,,,,,,,,8,3,2,0,3,2,3,2,0,3,2,1,2,3,4,5,6,7,,,,,,,,,,,,,,3,2,1,11024,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1368.27,2,779.77,1,195.47,3,111.40,3,195.47,,,3,,,111.40,,,3,,,,0.00,294.25,147.13,73.56,588.50,0.00,0.00,0.00,0.00,0.00,22.07,22.07,0.00,0.00,0.00,0.00,220.69,0.00,0.00,0.00,0.00,0.00,,1,4,4,3,4,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,,2,3,4,,,,,9,,,,,0.00,30.00,30.00,30.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,6,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,13,,1,3,1,3,1,,,,353.81,353.81
15966,20,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,11,1,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11187,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,2,2,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,335.52,1,139.80,1,146.20,3,46.67,1,146.20,,,3,,,46.67,,,1,,,,0.00,55.13,23.63,0.00,228.41,0.00,0.00,0.00,0.00,0.00,15.75,0.00,0.00,0.00,0.00,0.00,0.00,12.60,0.00,0.00,0.00,0.00,,1,2,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,3,,,,,,,,,,,,,,,,,3,4,3,4,3,4,3,9,3,3,,3,4,10,4,2,,1,4,3,4,1,,,,1429.86,1429.86
15967,7,4,5,1,1,2,7,8,7,6,11,,9,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,6,4,10,1,2,3,,6,5,3,4,6,3,,4,1,,,,,,7,,,,,2,,,2,,,,4,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,7,8,,,,12,,,,,,,,,8,7,12,11071,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,741.20,1,476.49,1,148.24,3,95.30,2,148.24,,,3,,,95.30,,,2,,,,0.00,132.36,99.27,16.54,264.71,0.00,0.00,0.00,0.00,0.00,18.20,0.00,0.00,0.00,24.82,0.00,165.45,19.85,0.00,0.00,0.00,0.00,,1,3,3,2,4,1,1,1,1,1,2,1,1,1,2,1,4,2,1,1,1,1,1,2,,,,,,,9,,11,,,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,15.00,0.00,0.00,1,7,,5,5,5,5,,,,5,5,,,,4,,,,,4,4,4,3,4,4,3,3,4,3,,5,5,10,4,2,,2,4,1,4,1,,,,1968.14,1968.14
15968,4,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,99999,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,6,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1066.66,2,404.60,1,177.78,3,67.43,2,177.78,,,3,,,67.43,,,2,,,,0.00,220.69,73.56,73.56,662.07,0.00,0.00,0.00,0.00,0.00,36.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,3,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,13,,1,5,3,4,1,,,,613.58,613.58
15969,5,4,5,2,1,6,2,8,11,10,,,7,10,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,3,5,1,,,,4,,,,,,11,4,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,,,,,,,,,,,,,,,,1,2,3,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,1258.00,2,1258.00,2,419.33,4,419.33,4,,419.33,,,4,,,419.33,,,4,,374.00,0.00,,136.00,20.40,,,,0.00,0.00,0.00,13.60,20.40,0.00,0.00,0.00,0.00,680.00,13.60,0.00,0.00,0.00,0.00,3,1,,4,2,,,,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,,2,3,,,,,,9,,,,,0.00,30.00,60.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5,4,1,4,5,4,4,,,,,,,,,,,,,,4,4,4,4,5,4,4,9,4,9,,5,4,10,4,2,,1,5,1,4,2,,,,1786.62,1786.62
15970,3,3,5,1,2,3,8,2,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,1,8,10,6,9,4,1,2,,5,2,1,,,,11,5,1,,,,,6,,8,,,,2,,,2,,2,,4,,,,,4,3,0,4,3,3,3,0,3,3,,,,,,,,,,,11,,13,,15,,,,,,11,15,13,41522,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,14,15,15,11,14,0,,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,14,,,,,,,,14,,,,,,2000.00,2,734.18,1,133.33,3,48.95,1,133.33,,,3,,,48.95,,,1,,,,0.00,303.80,253.16,75.95,1265.82,0.00,0.00,0.00,0.00,0.00,0.00,101.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,3,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,5,,5,,4,,5,4,5,4,4,5,4,9,5,9,,4,5,10,4,4,,2,6,2,3,1,,,,1984.76,1984.76
15971,1,1,,1,1,1,7,8,1,,,,1,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,9,3,8,1,,,,5,1,4,,,,11,3,1,,,,,,,,,,,2,,,2,,,,,5,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,4,5,6,7,,,,,,,,,,,,,,1,2,4,11522,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,5,6,6,6,5,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1257.93,2,669.42,1,209.65,3,111.57,3,209.65,,,3,,,111.57,,,3,,,,0.00,183.91,147.13,73.56,588.50,0.00,0.00,0.00,0.00,0.00,36.78,0.00,0.00,0.00,7.36,0.00,220.69,0.00,0.00,0.00,0.00,0.00,,1,3,4,3,4,1,1,1,1,1,3,1,1,1,2,1,4,1,1,1,1,1,,2,3,,,,,,,,,,,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,,5,5,5,5,5,5,5,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,13,,1,3,1,1,1,,,,353.81,353.81
15972,2,2,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,1,8,5,1,6,4,,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11922,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1066.66,2,404.60,1,266.67,3,101.15,3,266.67,,,3,,,101.15,,,3,,,,0.00,294.25,73.56,0.00,662.07,0.00,0.00,0.00,0.00,0.00,36.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,4,3,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,13,,1,4,3,2,1,,,,439.71,439.71
15973,3,3,5,2,1,8,,,6,12,,,7,9,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,5,4,1,,,,4,,,,,,11,2,1,,,,,,,,,,,2,,,2,,2,,,,6,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,5,,,,,,,,,,,,,,,,5,3,1,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,547.40,1,547.40,1,182.47,3,182.47,3,,182.47,,,3,,,182.47,,,3,,312.80,0.00,,119.00,17.00,,,,0.00,0.00,0.00,13.60,0.00,0.00,0.00,0.00,0.00,68.00,17.00,0.00,0.00,0.00,0.00,3,1,,4,2,,,,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,7,,5,5,5,5,,5,,,,,,,,,,,,5,5,5,5,5,5,5,9,5,9,,5,5,10,4,2,,1,4,1,3,2,,,,1429.86,1429.86
15975,1,1,,1,1,1,7,8,1,5,6,,1,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,3,8,1,,,,7,4,1,3,8,2,,3,1,,,,,,,,,,,2,,,2,,,,,,,,8,18,17,0,18,17,3,3,0,3,3,1,2,3,4,5,6,7,,,,,,,,,,,,,,6,1,2,11012,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,8,9,9,9,7,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,8,,,,,,,,8,,,,,,,,1434.48,2,845.97,1,159.39,3,94.00,2,159.39,,,3,,,94.00,,,2,,,,0.00,220.69,73.56,73.56,588.50,0.00,0.00,0.00,0.00,0.00,110.34,0.00,0.00,0.00,0.00,0.00,367.81,0.00,0.00,0.00,0.00,0.00,,1,4,3,3,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,,2,3,4,,,,,,,,,,0.00,30.00,40.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,6,5,5,5,5,5,5,5,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,13,,2,3,1,1,1,,,,548.04,548.04
15976,1,1,,1,2,7,8,9,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,8,13,4,3,10,4,3,1,,6,5,1,1,6,4,,4,,,3,,5,,,,,,,2,,,2,,,3,,,,,,3,2,0,3,2,3,2,0,3,2,,2,3,,5,6,,8,,,,,13,,,,,,,,2,13,8,42027,42911,,,,1,2,,4,,,,,9,,,,,,15,,,1,2,,4,,6,7,,,,3,1,2,21,22,22,11,1,1,,4,,,,,14,,,,,,1,,,2,2,,5,,,,,15,,,,,,2,,,1,1,,4,,,,,14,,,,,,1,,,2,2,,5,,,,,15,,,,,,2,,,7,8,,1,,,,,7,,,,,,7,,,1,,,,,,7,8,,4,,,,,,16,1,4,,,,,,16,1,3100.00,4,1625.41,2,140.91,3,73.88,2,140.91,,,3,,,73.88,,,2,,,,0.00,83.78,502.70,167.57,1474.59,0.00,0.00,0.00,0.00,0.00,5.03,0.00,301.62,134.05,33.51,0.00,335.14,43.57,0.00,18.43,0.00,0.00,,1,2,4,4,4,1,1,1,1,1,2,1,4,4,3,1,4,3,1,2,1,1,1,2,3,,5,6,,,9,,,,13,45.00,5.00,5.00,0.00,5.00,15.00,0.00,0.00,10.00,0.00,0.00,0.00,15.00,4,8,2,5,,5,5,,5,5,,5,,,,,5,,,,4,5,5,5,5,3,5,5,5,5,,5,5,10,4,4,,2,2,2,1,1,,,,613.37,613.37
15977,2,2,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,3,5,6,3,5,,,4,1,,,,,,,,,,,2,,,2,,,,,,,7,,3,2,0,3,2,3,2,0,3,2,1,2,,,,,,,,,,,,,,,17,18,,,18,17,1,26006,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,2,3,3,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,659.60,1,659.60,1,219.87,3,219.87,3,219.87,,,3,,,219.87,,,3,,,,0.00,136.00,115.60,251.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.40,0.00,0.00,0.00,0.00,122.40,13.60,0.00,0.00,0.00,0.00,,1,3,4,4,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,2,,,,,,,,,,,,70.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,,5,5,5,,,,,,,,,,,,,,,5,4,4,3,5,3,4,9,4,9,,5,5,10,4,2,,1,3,3,2,1,,,,1636.01,1636.01
15980,8,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,5,7,,1,1,,3,,,,,,9,,,2,,,2,,,,,,,7,,8,7,0,8,7,3,3,0,3,3,1,,,,,,,,,,11,,,,,,17,18,,,11,1,17,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,5,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,5500.00,5,5102.17,5,1100.00,5,1020.43,5,1100.00,,,5,,,1020.43,,,5,,,,0.00,497.29,497.29,0.00,0.00,397.83,0.00,0.00,0.00,0.00,49.73,49.73,0.00,0.00,0.00,0.00,3978.30,29.84,0.00,0.00,0.00,0.00,,1,4,4,1,1,4,1,1,1,1,3,3,1,1,1,1,4,2,1,1,1,1,1,,,,,,,,,,,12,,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,5,,,5,5,,,,,,,,,,4,,,,,,3,5,5,5,5,5,5,5,5,5,,5,5,10,4,17,,2,3,3,4,1,,,,271.89,271.89
15981,2,2,5,1,2,7,6,2,5,2,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,4,,,,,,,,,,11,1,1,,,,,,,,,,,2,,,2,,,,4,5,,,,3,2,1,2,1,3,2,1,2,1,,2,3,,5,,,,,,,,,,,,,,,,2,3,5,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1600.00,2,1244.44,2,228.57,3,177.78,3,228.57,,,3,,,177.78,,,3,,,,0.00,444.44,148.15,0.00,0.00,355.56,0.00,0.00,0.00,0.00,29.63,29.63,0.00,0.00,0.00,0.00,592.59,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,4,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,1,,3,4,,,,,,,,,,25.00,0.00,35.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,4,,4,,3,4,,2,,,,,,,,,,,,3,4,5,2,3,5,3,3,4,4,,3,3,10,4,17,,2,4,2,2,1,,,,345.43,345.43
15982,1,1,,1,5,,,,1,,,,7,8,2,,2,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,5,8,,,,4,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,3,4,,,,,,,,,,,,,,,,,3,4,1,99999,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,2,2,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,1044.59,2,161.84,1,522.30,5,80.92,2,522.30,,,5,,,80.92,,,2,,,,0.00,110.34,36.78,0.00,882.75,0.00,0.00,0.00,0.00,0.00,14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,3,3,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,4,,4,4,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,4,4,10,4,4,,1,2,5,1,1,,,,733.99,733.99
15983,1,1,,1,1,1,6,8,1,,,,1,6,7,,2,,4,1,,,,,,,,,,,,,,,,,,,,1,4,6,3,1,6,6,4,,,,,,,,,11,4,1,,,,,,,,,,,2,,,2,,2,,4,,,,,4,3,0,4,3,3,3,0,3,3,1,2,3,4,5,6,7,,,,,,,,,,,,,,5,3,7,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1949.42,2,845.97,1,278.49,3,120.85,3,278.49,,,3,,,120.85,,,3,,,,0.00,294.25,220.69,73.56,1103.44,0.00,0.00,0.00,0.00,0.00,36.78,0.00,0.00,0.00,0.00,0.00,220.69,0.00,0.00,0.00,0.00,0.00,,1,4,4,3,4,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,2,3,,,,,,,,,,,40.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,3,5,5,5,5,5,5,5,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10,4,4,,2,5,1,1,1,,,,1984.76,1984.76
